title,description,animal_type,breed,units,avg_weight_kg,avg_age_years,price,price_unit,is_certified,health_certificates,location_city,location_department,status,cover_image_url,documents
TRIPEN L.A. - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frasco individual de 3'000.000, 6'000.000 y 9'000.000 de U.I. con su diluyente.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRIPEN L.A. - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frasco individual de 3'000.000, 6'000.000 y 9'000.000 de U.I. con su diluyente.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRIPEN L.A. - Felinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frasco individual de 3'000.000, 6'000.000 y 9'000.000 de U.I. con su diluyente.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ESTREPTOVEC - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frascos por 5,0 g con su diluyente.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ESTREPTOVEC - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frascos por 5,0 g con su diluyente.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ESTREPTOVEC - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frascos por 5,0 g con su diluyente.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ESTREPTOVEC - Ovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frascos por 5,0 g con su diluyente.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ESTREPTOVEC - Caprinos,"Producto/insumo pecuario de datos abiertos. Clase: Antibióticos. Presentación: Frascos por 5,0 g con su diluyente.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DORAGAN - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DORAGAN - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DORAGAN - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Ovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Caprinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FENBENDAZOL 25% - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120 y 500 ml, garrafas por 2000 ml, jeringas por 12 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
IVERMECTINA 1% - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 50, 250 y 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
IVERMECTINA 1% - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 50, 250 y 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
IVERMECTINA 3.15% - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 50, 250, 500 y 1000 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
IVERQUINOS - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Jeringa plástica por 6,42 g.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
LOMBIFAR - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 500, 1000, 2000 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
LOMBIFAR - Ovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 500, 1000, 2000 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
LOMBIFAR - Caprinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: rascos por 120, 500, 1000, 2000 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRATORIL - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 240, 500 y 1000 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRATORIL - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 240, 500 y 1000 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRATORIL - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 240, 500 y 1000 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRATORIL - Felinos,"Producto/insumo pecuario de datos abiertos. Clase: Antiparasitarios. Presentación: Frascos por 120, 240, 500 y 1000 ml.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
BOLDENONA - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 250 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
BOLDENONA - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 250 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
BOLDENONA - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 250 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
BOLDENONA - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 250 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GESTAVEC 25 - Felinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
OXITOCINA SINTETICA - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
OXITOCINA SINTETICA - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
OXITOCINA SINTETICA - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
OXITOCINA SINTETICA - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
OXITOCINA SINTETICA - Felinos,Producto/insumo pecuario de datos abiertos. Clase: Hormonales. Presentación: Frascos por 10 ml.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
HEMOVEC NF - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
HEMOVEC NF - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
HEMOVEC NF - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
HEMOVEC NF - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
HEMOVEC NF - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRIVEC - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRIVEC - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
TRIVEC - Caprinos,Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITAMINA K - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 10, 50 ml. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITAMINA K - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 10, 50 ml. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
