title,description,animal_type,breed,units,avg_weight_kg,avg_age_years,price,price_unit,is_certified,health_certificates,location_city,location_department,status,cover_image_url,documents
VITAMINA K - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 10, 50 ml. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITAMINA K - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 10, 50 ml. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITAMINA K - Felinos,"Producto/insumo pecuario de datos abiertos. Clase: Vitaminas. Presentación: Frascos por 10, 50 ml. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
CALMADEX NF - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
CALMADEX NF - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
CALMADEX NF - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
CALMADEX NF - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
CALMADEX NF - Caprinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GLUCONATO CALCIO - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GLUCONATO CALCIO - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GLUCONATO CALCIO - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GLUCONATO CALCIO - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
GLUCONATO CALCIO - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 250 ml y 500 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Caprinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VITARSAN - Felinos,Producto/insumo pecuario de datos abiertos. Clase: Multivitamínicos Y Minerales. Presentación: Frascos por 500 ml.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DICOGAN - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10 y 50 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DICOGAN - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10 y 50 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DICOGAN - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10 y 50 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DICOGAN - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10 y 50 ml.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DICOGAN - Caprinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10 y 50 ml.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
VECICLOX - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 200 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DIPIRINA - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 20, 50, ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DIPIRINA - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 20, 50 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DIPIRINA - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 20, 50 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
DIPIRINA - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 20, 50 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FLUNIXINA - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FLUNIXINA - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
FLUNIXINA - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
KENOGAN - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
KENOGAN - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
KENOGAN - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
KENOGAN - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
KENOGAN - Gatos,"Producto/insumo pecuario de datos abiertos. Clase: Analgésicos-Antipiréticos-Antiinflamatorios. Presentación: Frascos por 10, 50 y 100 ml.. Especie destino: Gatos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Gatos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
AFLOVET - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 400 g.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
AFLOVET - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 400 g.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
AFLOVET - Porcinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 400 g.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
AFLOVET - Ovinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 400 g.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
AFLOVET - Caprinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 400 g.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ALERVEC - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Frascos por 10 y 50 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ALERVEC - Equinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Frascos por 10 y 50 ml.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ALERVEC - Caninos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Frascos por 10 y 50 ml.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
ALERVEC - Felinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Frascos por 10 y 50 ml.. Especie destino: Felinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Felinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Bovinos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Equinos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Equinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",equino,Equinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Porcinos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Porcinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",porcino,Porcinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Ovinos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Ovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",ovino,Ovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Caprinos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Caprinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",caprino,Caprinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
SULFALLIDOL - Caninos,"Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Envase plástico por 100, g.. Especie destino: Caninos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.",bovino,Caninos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
RUMITEC - Bovinos,Producto/insumo pecuario de datos abiertos. Clase: Otros. Presentación: Frascos por 120 ml.. Especie destino: Bovinos. Fuente: Datos_Abiertos_Animales_de_Pro_20260515.,bovino,Bovinos,1,,,0,total,true,Datos abiertos ICA,Colombia,Colombia,active,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=800&q=80,[]
